tx_price,beds,baths,sqft,lot_size,basement,restaurants,groceries,nightlife,cafes,shopping,arts_entertainment,beauty_spas,active_life,median_age,married,college_grad,property_tax,insurance,median_school,num_schools,two_and_two,during_recession,property_age,school_score,exterior_walls_Brick,exterior_walls_Brick veneer,exterior_walls_Combination,exterior_walls_Metal,exterior_walls_Missing,exterior_walls_Other,exterior_walls_Siding (Alum/Vinyl),exterior_walls_Wood,roof_Asphalt,roof_Composition Shingle,roof_Missing,roof_Other,roof_Shake Shingle,property_type_Apartment / Condo / Townhouse,property_type_Single-Family
335000,1,1,669,0,0.0,148,10,27,23,57,5,37,29,34.0,29.0,88.0,248.0,86.0,6.0,3.0,0,0,9,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
376750,1,1,673,46609,0.0,193,10,37,27,133,10,74,86,29.0,15.0,82.0,262.0,90.0,9.0,3.0,0,0,1,-6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
210000,1,1,680,0,1.0,8,1,0,3,10,1,10,10,60.0,15.0,63.0,147.0,44.0,4.0,3.0,0,0,43,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
289900,1,1,685,48787,0.0,189,13,37,31,102,11,75,64,28.0,15.0,86.0,195.0,68.0,8.0,3.0,0,0,45,-5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
535000,1,1,687,0,0.0,266,12,54,45,328,35,126,88,28.0,52.0,72.0,421.0,146.0,8.0,3.0,0,0,6,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
218000,1,1,689,0,1.0,150,6,20,27,329,12,83,46,32.0,33.0,92.0,188.0,57.0,10.0,3.0,0,0,21,-7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
400000,1,1,689,0,0.0,198,9,38,25,126,12,72,84,29.0,15.0,82.0,276.0,96.0,9.0,3.0,0,0,8,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
226000,1,1,690,0,1.0,60,3,9,15,156,3,30,12,36.0,47.0,83.0,221.0,67.0,8.0,3.0,0,0,11,-5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
363700,1,1,692,0,0.0,180,14,37,34,104,13,72,68,36.0,25.0,75.0,302.0,104.0,8.0,3.0,0,0,0,-5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
215000,1,1,698,0,0.0,31,6,5,8,32,2,19,14,32.0,60.0,47.0,120.0,42.0,7.0,3.0,0,0,42,-4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
327000,1,1,698,9686,0.0,146,7,22,20,79,10,49,74,27.0,21.0,94.0,256.0,88.0,9.0,3.0,0,1,5,-6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
331100,1,1,700,9686,0.0,146,7,22,20,79,10,49,74,27.0,21.0,94.0,251.0,87.0,9.0,3.0,0,1,7,-6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
240000,1,1,703,0,1.0,82,6,7,8,45,6,52,13,30.0,46.0,36.0,139.0,42.0,7.0,3.0,0,0,13,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
320000,1,1,704,0,1.0,99,8,8,11,103,4,47,34,31.0,30.0,99.0,261.0,79.0,8.0,3.0,0,0,2,-5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
290800,1,1,704,0,1.0,99,9,8,11,103,4,46,34,31.0,30.0,99.0,257.0,78.0,8.0,3.0,0,0,0,-5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
375000,1,1,705,0,0.0,182,10,31,25,103,10,63,83,33.0,21.0,99.0,244.0,85.0,9.0,3.0,0,0,20,-6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
377000,1,1,709,111513,0.0,213,13,44,30,108,11,91,88,33.0,40.0,96.0,316.0,109.0,5.0,3.0,0,0,3,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
262500,1,1,711,0,0.0,51,9,6,2,43,18,35,42,36.0,49.0,77.0,201.0,69.0,6.0,3.0,0,0,70,-3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
216250,1,1,712,0,0.0,53,13,7,3,43,19,43,41,36.0,23.0,90.0,187.0,64.0,6.0,3.0,0,0,60,-3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
270000,1,1,722,0,1.0,101,8,8,11,74,4,30,26,33.0,48.0,85.0,218.0,66.0,4.0,3.0,0,0,20,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
235000,1,1,723,0,1.0,102,8,8,11,103,4,47,34,31.0,30.0,99.0,278.0,85.0,8.0,3.0,0,0,4,-5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
225000,1,1,724,0,0.0,122,11,27,25,183,12,69,36,57.0,13.0,83.0,118.0,41.0,6.0,3.0,0,0,51,-3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
370000,1,1,725,0,0.0,198,9,38,26,127,11,72,83,36.0,25.0,91.0,306.0,106.0,9.0,3.0,0,1,5,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
232000,1,1,736,0,1.0,31,3,7,8,77,1,14,11,36.0,47.0,83.0,243.0,74.0,8.0,3.0,0,0,10,-5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
281900,1,1,737,0,1.0,109,9,7,17,97,5,38,31,32.0,34.0,50.0,229.0,69.0,4.0,3.0,0,0,5,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
355000,1,1,740,0,0.0,201,11,40,28,131,10,73,85,36.0,25.0,91.0,298.0,103.0,9.0,3.0,0,0,6,-6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
350000,1,1,741,0,0.0,198,9,38,26,127,11,72,83,36.0,25.0,91.0,291.0,101.0,9.0,3.0,0,0,3,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
231900,1,1,750,0,0.0,100,8,9,10,85,9,81,28,35.0,63.0,70.0,118.0,41.0,7.0,3.0,0,0,41,-4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
284000,1,1,755,0,1.0,41,5,3,4,46,2,31,16,40.0,64.0,77.0,258.0,78.0,10.0,3.0,0,1,16,-7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
255000,1,1,759,0,0.0,150,8,37,23,95,10,73,74,31.0,23.0,81.0,190.0,66.0,9.0,3.0,0,1,53,-6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
285850,1,1,759,0,1.0,99,9,8,11,103,4,46,34,31.0,30.0,99.0,266.0,81.0,8.0,3.0,0,0,0,-5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
249298,1,1,759,0,1.0,49,6,4,5,33,1,17,25,27.0,38.0,35.0,251.0,76.0,5.0,3.0,0,1,0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
380000,1,1,760,0,0.0,192,17,40,31,112,11,81,77,31.0,13.0,84.0,291.0,101.0,8.0,3.0,0,1,20,-5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
244800,1,1,767,0,0.0,54,11,7,4,55,16,39,41,34.0,44.0,90.0,190.0,66.0,6.0,3.0,0,1,67,-3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
397400,1,1,771,111513,0.0,213,13,44,30,108,11,91,88,33.0,40.0,96.0,345.0,119.0,5.0,3.0,0,0,0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
345000,1,1,781,0,0.0,54,8,6,3,48,16,37,44,33.0,35.0,72.0,284.0,98.0,6.0,3.0,0,0,1,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
220000,1,1,792,0,1.0,31,5,4,4,33,0,37,11,35.0,50.0,82.0,221.0,67.0,8.0,3.0,0,0,22,-5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
279000,1,1,796,0,1.0,134,5,22,28,314,7,96,34,64.0,52.0,63.0,286.0,87.0,8.0,3.0,0,0,28,-5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
286900,1,1,797,0,1.0,58,3,4,11,166,6,36,9,32.0,69.0,70.0,184.0,56.0,7.0,3.0,0,0,1,-4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
220000,1,1,800,0,1.0,18,1,0,3,15,0,5,11,39.0,64.0,81.0,184.0,56.0,6.0,3.0,0,0,30,-3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
305000,1,1,805,0,0.0,46,8,6,3,51,15,33,37,36.0,37.0,80.0,150.0,49.0,4.0,3.0,0,0,64,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
409575,1,1,805,46609,0.0,193,10,37,27,133,10,74,86,29.0,15.0,82.0,302.0,104.0,9.0,3.0,0,0,1,-6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
300367,1,1,805,0,1.0,71,13,5,13,31,12,48,28,32.0,43.0,63.0,261.0,79.0,5.0,3.0,0,0,0,-2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
230000,1,1,809,0,0.0,48,7,3,9,49,2,36,48,40.0,41.0,90.0,172.0,60.0,9.0,3.0,0,0,42,-6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
270000,1,1,810,0,1.0,78,18,15,15,70,6,45,30,45.0,47.0,54.0,190.0,58.0,3.0,3.0,0,0,30,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
210000,1,1,811,0,0.0,60,12,10,10,76,8,36,37,30.0,72.0,34.0,143.0,49.0,4.0,3.0,0,1,42,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
366700,1,1,817,0,1.0,124,12,10,15,111,12,65,41,32.0,32.0,88.0,274.0,83.0,7.0,3.0,0,0,2,-4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
238600,1,1,834,0,0.0,45,12,9,11,28,7,33,20,43.0,32.0,66.0,185.0,61.0,2.0,3.0,0,1,21,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
284900,1,1,838,0,1.0,71,13,5,13,31,12,48,28,32.0,43.0,63.0,249.0,76.0,5.0,3.0,0,0,1,-2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
253000,1,1,850,0,0.0,97,15,11,12,97,2,70,25,32.0,13.0,72.0,146.0,48.0,2.0,3.0,0,0,31,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
305000,1,1,850,0,1.0,66,11,5,11,24,5,50,15,56.0,24.0,66.0,200.0,61.0,5.0,3.0,0,0,22,-2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
280000,1,1,850,0,1.0,66,11,5,9,28,5,52,14,56.0,24.0,66.0,180.0,55.0,5.0,3.0,0,0,19,-2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
411000,1,1,855,0,0.0,79,10,11,11,66,6,43,40,36.0,36.0,90.0,298.0,103.0,9.0,3.0,0,0,1,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
270900,1,1,856,0,0.0,65,8,6,7,51,6,33,35,33.0,16.0,72.0,167.0,58.0,4.0,3.0,0,0,0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
406250,1,1,859,0,0.0,201,11,40,28,131,10,73,85,36.0,25.0,91.0,316.0,109.0,9.0,3.0,0,0,6,-6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
365000,1,1,866,0,0.0,190,7,34,36,194,12,62,33,32.0,31.0,85.0,277.0,96.0,6.0,3.0,0,0,26,-3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
440000,1,1,879,0,0.0,198,9,38,25,126,12,72,84,29.0,15.0,82.0,367.0,127.0,9.0,3.0,0,0,1,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
250000,1,1,880,0,0.0,64,8,6,7,51,8,34,33,37.0,42.0,57.0,125.0,43.0,4.0,3.0,0,0,40,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
350100,1,1,900,18730,1.0,44,15,1,4,51,3,20,5,31.0,51.0,47.0,294.0,89.0,4.0,3.0,0,0,59,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
250000,1,1,900,0,0.0,119,10,26,25,183,13,70,36,57.0,13.0,83.0,198.0,68.0,6.0,3.0,0,1,46,-3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
305000,1,1,902,0,1.0,167,7,23,29,340,12,113,51,43.0,64.0,72.0,258.0,78.0,10.0,3.0,0,0,27,-7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
200000,1,1,914,0,1.0,95,18,19,18,92,6,49,21,52.0,33.0,53.0,180.0,54.0,3.0,3.0,0,0,25,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
371500,1,1,917,0,1.0,71,13,5,13,31,12,48,28,32.0,43.0,63.0,319.0,97.0,5.0,3.0,0,1,6,-2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
270000,1,1,920,0,1.0,33,5,4,5,29,2,21,17,34.0,66.0,72.0,168.0,51.0,8.0,3.0,0,0,27,-5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
318000,1,1,926,0,0.0,145,7,20,20,83,11,49,73,34.0,32.0,49.0,230.0,79.0,7.0,3.0,0,0,35,-4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
408400,1,1,933,0,1.0,102,8,8,11,103,4,47,34,31.0,30.0,99.0,310.0,94.0,8.0,3.0,0,0,0,-5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
325000,1,1,934,0,1.0,121,11,10,15,109,13,59,44,52.0,42.0,63.0,180.0,54.0,7.0,3.0,0,0,12,-4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
239000,1,1,945,0,1.0,21,3,1,5,28,3,9,13,48.0,40.0,59.0,184.0,56.0,7.0,1.0,0,0,23,-6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
367500,1,1,950,0,0.0,192,7,34,37,194,10,61,33,45.0,32.0,79.0,345.0,119.0,6.0,3.0,0,0,20,-3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
378000,1,1,961,0,0.0,54,8,6,3,48,16,37,44,33.0,35.0,72.0,280.0,97.0,6.0,3.0,0,1,7,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
269000,1,1,966,0,1.0,110,12,10,14,102,12,60,44,52.0,42.0,63.0,241.0,73.0,7.0,3.0,0,0,10,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
245000,1,1,999,0,1.0,88,17,18,18,88,6,47,25,59.0,54.0,57.0,163.0,49.0,3.0,3.0,0,0,28,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
225000,1,1,1005,0,1.0,66,10,5,10,23,6,49,14,56.0,24.0,66.0,184.0,56.0,5.0,3.0,0,0,32,-2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
302000,1,1,1014,0,1.0,101,8,8,11,70,4,30,23,33.0,48.0,85.0,284.0,86.0,4.0,3.0,0,1,26,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
387900,1,1,1050,0,1.0,102,8,8,11,103,4,47,34,31.0,30.0,99.0,310.0,94.0,8.0,3.0,0,0,0,-5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
560000,1,1,1092,0,0.0,194,6,35,39,193,10,63,35,46.0,37.0,90.0,489.0,169.0,6.0,3.0,0,0,23,-3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
750000,1,1,1322,0,0.0,266,10,53,47,320,35,122,94,28.0,52.0,72.0,666.0,231.0,8.0,3.0,0,1,3,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
299700,1,2,814,96703,0.0,75,11,10,8,91,5,53,40,45.0,60.0,71.0,321.0,93.0,9.0,3.0,0,1,4,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
779900,1,2,1207,0,0.0,164,11,32,31,107,12,62,64,36.0,25.0,75.0,612.0,212.0,8.0,3.0,0,0,2,-5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
379000,1,2,1489,0,0.0,37,6,5,4,45,10,24,25,39.0,41.0,83.0,258.0,89.0,6.0,3.0,0,0,67,-3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
225000,2,1,768,0,1.0,8,1,0,3,9,2,10,9,35.0,29.0,73.0,192.0,58.0,4.0,3.0,0,0,56,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
230000,2,1,793,0,1.0,10,1,0,4,10,2,10,10,35.0,29.0,73.0,196.0,59.0,4.0,3.0,0,0,54,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
328000,2,1,800,0,0.0,74,15,13,11,51,18,44,42,33.0,35.0,87.0,219.0,76.0,6.0,3.0,0,0,55,-3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
407800,2,1,803,33541,0.0,198,9,38,25,127,11,72,83,36.0,25.0,91.0,309.0,107.0,9.0,3.0,0,0,5,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
470630,2,1,814,9686,0.0,146,7,22,20,79,10,49,73,27.0,21.0,94.0,313.0,108.0,9.0,3.0,0,0,1,-6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
270000,2,1,816,3846,1.0,43,9,4,6,24,0,21,11,38.0,63.0,46.0,340.0,103.0,5.0,3.0,0,0,66,-2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
359500,2,1,835,0,0.0,38,9,5,4,51,9,32,29,31.0,58.0,93.0,282.0,93.0,4.0,3.0,0,0,55,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
355000,2,1,836,0,0.0,56,7,9,6,64,6,40,41,36.0,36.0,90.0,265.0,92.0,9.0,3.0,0,1,18,-6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
283000,2,1,845,0,0.0,148,12,20,13,88,13,65,49,44.0,20.0,74.0,182.0,63.0,7.0,3.0,0,0,64,-4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
378000,2,1,864,1296,1.0,70,9,14,13,59,5,35,45,35.0,47.0,32.0,319.0,106.0,4.0,3.0,0,0,73,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
255000,2,1,870,1306,0.0,5,0,0,0,5,0,0,5,32.0,64.0,57.0,242.0,62.0,7.0,3.0,0,0,23,-4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
306000,2,1,875,0,0.0,51,8,6,2,40,18,33,40,36.0,49.0,77.0,228.0,79.0,6.0,3.0,0,1,62,-3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
369900,2,1,891,0,1.0,124,12,10,15,111,12,65,41,32.0,32.0,88.0,294.0,89.0,7.0,3.0,0,0,2,-4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
